measure,location,sample date,value
Chlorides,Chai,17-Sep-12,30.76666667
Biochemical Oxygen,Chai,17-Sep-12,1.416666667
Water temperature,Decha,20-Sep-12,15.5
Dissolved oxygen,Decha,20-Sep-12,11.4
Total dissolved salts,Decha,20-Sep-12,328
Ammonium,Decha,20-Sep-12,0.054
Nitrites,Decha,20-Sep-12,0.012
Nitrates,Decha,20-Sep-12,0.561
Orthophosphate-phosphorus,Decha,20-Sep-12,0.021
Total phosphorus,Decha,20-Sep-12,0.253
Calcium,Decha,20-Sep-12,54.42
Magnesium,Decha,20-Sep-12,6.12
Chlorides,Decha,20-Sep-12,39.06
Sulphates,Decha,20-Sep-12,47.7
Cyanides,Decha,20-Sep-12,2.185
Iron,Decha,20-Sep-12,0.045
Manganese,Decha,20-Sep-12,0
Zinc,Decha,20-Sep-12,0
Copper,Decha,20-Sep-12,0
Chromium,Decha,20-Sep-12,29
Lead,Decha,20-Sep-12,0
Cadmium,Decha,20-Sep-12,0
Nickel,Decha,20-Sep-12,0
Biochemical Oxygen,Decha,20-Sep-12,3.27
Chemical Oxygen Demand (Cr),Decha,20-Sep-12,14
Chemical Oxygen Demand (Mn),Decha,20-Sep-12,5.714
Anionic active surfactants,Decha,20-Sep-12,0
Atrazine,Decha,20-Sep-12,0
"p,p-DDT",Decha,20-Sep-12,0.0025
gamma-Hexachlorocyclohexane,Decha,20-Sep-12,0
Total coliforms,Kohsoom,20-Sep-12,1700
Fecal coliforms,Kohsoom,20-Sep-12,3.4
Fecal streptococci ,Kohsoom,20-Sep-12,1.3
Water temperature,Achara,21-Sep-12,17.6
Dissolved oxygen,Achara,21-Sep-12,9.7
Ammonium,Achara,21-Sep-12,0
Nitrites,Achara,21-Sep-12,0.014
Nitrates,Achara,21-Sep-12,0.4
Total nitrogen,Achara,21-Sep-12,1
Organic nitrogen,Achara,21-Sep-12,0.38
Orthophosphate-phosphorus,Achara,21-Sep-12,0.02
Total phosphorus,Achara,21-Sep-12,0.067
Silica (SiO2),Achara,21-Sep-12,6.2
Calcium,Achara,21-Sep-12,27
Magnesium,Achara,21-Sep-12,6.1
Chlorides,Achara,21-Sep-12,5.4
Zinc,Achara,21-Sep-12,5
Copper,Achara,21-Sep-12,1.5
Chromium,Achara,21-Sep-12,0
Lead,Achara,21-Sep-12,0.5
Cadmium,Achara,21-Sep-12,0.25
Mercury,Achara,21-Sep-12,0
Nickel,Achara,21-Sep-12,0
Arsenic,Achara,21-Sep-12,1.3
Biochemical Oxygen,Achara,21-Sep-12,2
Chemical Oxygen Demand (Cr),Achara,21-Sep-12,0
Chemical Oxygen Demand (Mn),Achara,21-Sep-12,3.8
Water temperature,Boonsri,23-Sep-12,17.86666667
Dissolved oxygen,Boonsri,23-Sep-12,7.81
Oxygen saturation,Boonsri,23-Sep-12,82.6
Total hardness,Boonsri,23-Sep-12,4.12
Bicarbonates,Boonsri,23-Sep-12,175.2733333
Total dissolved salts,Boonsri,23-Sep-12,253.3333333
Ammonium,Boonsri,23-Sep-12,0.078
Nitrites,Boonsri,23-Sep-12,0.014333333
Nitrates,Boonsri,23-Sep-12,1.189666667
Orthophosphate-phosphorus,Boonsri,23-Sep-12,0.050333333
Total phosphorus,Boonsri,23-Sep-12,0.094666667
Sodium,Boonsri,23-Sep-12,20.66666667
Potassium,Boonsri,23-Sep-12,2.666666667
Calcium,Boonsri,23-Sep-12,45.34
Magnesium,Boonsri,23-Sep-12,22.31
Chlorides,Boonsri,23-Sep-12,20.82333333
Sulphates,Boonsri,23-Sep-12,24.1
Iron,Boonsri,23-Sep-12,0.319
Manganese,Boonsri,23-Sep-12,0.01235
Zinc,Boonsri,23-Sep-12,72.39766667
Copper,Boonsri,23-Sep-12,3.196
Chromium,Boonsri,23-Sep-12,2.895
Lead,Boonsri,23-Sep-12,3.523666667
Cadmium,Boonsri,23-Sep-12,0.113666667
Mercury,Boonsri,23-Sep-12,0.027666667
Nickel,Boonsri,23-Sep-12,0
Arsenic,Boonsri,23-Sep-12,0
Biochemical Oxygen,Boonsri,23-Sep-12,3
Chemical Oxygen Demand (Cr),Boonsri,23-Sep-12,10.84
Chemical Oxygen Demand (Mn),Boonsri,23-Sep-12,3.5
Total coliforms,Boonsri,23-Sep-12,8.866666667
Fecal coliforms,Boonsri,23-Sep-12,0.81
Fecal streptococci ,Boonsri,23-Sep-12,0.015666667
Water temperature,Kannika,23-Sep-12,19
Dissolved oxygen,Kannika,23-Sep-12,8.833333333
Total dissolved salts,Kannika,23-Sep-12,294
Ammonium,Kannika,23-Sep-12,0.063433333
Nitrites,Kannika,23-Sep-12,0.0164
Nitrates,Kannika,23-Sep-12,1.529266667
Total nitrogen,Kannika,23-Sep-12,1.936666667
Orthophosphate-phosphorus,Kannika,23-Sep-12,0.057033333
Total phosphorus,Kannika,23-Sep-12,0.099666667
Sodium,Kannika,23-Sep-12,18.5
Potassium,Kannika,23-Sep-12,3.566666667
Calcium,Kannika,23-Sep-12,51.49333333
Magnesium,Kannika,23-Sep-12,16.05
Biochemical Oxygen,Kannika,23-Sep-12,0
Chemical Oxygen Demand (Cr),Kannika,23-Sep-12,23.4
Chemical Oxygen Demand (Mn),Kannika,23-Sep-12,4.053333333
Water temperature,Achara,27-Sep-12,16.6
Dissolved oxygen,Achara,27-Sep-12,8.9
Ammonium,Achara,27-Sep-12,0.08
Nitrites,Achara,27-Sep-12,0.02
Nitrates,Achara,27-Sep-12,0.96
Total nitrogen,Achara,27-Sep-12,1.14
Organic nitrogen,Achara,27-Sep-12,0.1
Orthophosphate-phosphorus,Achara,27-Sep-12,0.126
Total phosphorus,Achara,27-Sep-12,0.252
Biochemical Oxygen,Achara,27-Sep-12,1.4
Chemical Oxygen Demand (Cr),Achara,27-Sep-12,0
Chemical Oxygen Demand (Mn),Achara,27-Sep-12,3
Water temperature,Chai,05-Oct-12,16
Dissolved oxygen,Chai,05-Oct-12,8.466666667
Total dissolved salts,Chai,05-Oct-12,314.6666667
Ammonium,Chai,05-Oct-12,0.139366667
Nitrites,Chai,05-Oct-12,0.010233333
Nitrates,Chai,05-Oct-12,1.7937
Total nitrogen,Chai,05-Oct-12,2.323333333
Orthophosphate-phosphorus,Chai,05-Oct-12,0.074666667
Total phosphorus,Chai,05-Oct-12,0.112
Calcium,Chai,05-Oct-12,57.76666667
Magnesium,Chai,05-Oct-12,16.7
Berilium,Chai,05-Oct-12,0
Barium,Chai,05-Oct-12,29.66666667
Chlorides,Chai,05-Oct-12,26.63
Manganese,Chai,05-Oct-12,0
Boron,Chai,05-Oct-12,39.66666667
Biochemical Oxygen,Chai,05-Oct-12,1.28
Chemical Oxygen Demand (Cr),Chai,05-Oct-12,18.72
Chemical Oxygen Demand (Mn),Chai,05-Oct-12,2.713333333
Water temperature,Somchair,07-Oct-12,12.5
Dissolved oxygen,Somchair,07-Oct-12,9.55
Total dissolved salts,Somchair,07-Oct-12,431
Ammonium,Somchair,07-Oct-12,0.0396
Nitrites,Somchair,07-Oct-12,0.0131
Nitrates,Somchair,07-Oct-12,1.5639
Total nitrogen,Somchair,07-Oct-12,1.93
Orthophosphate-phosphorus,Somchair,07-Oct-12,0.01
Total phosphorus,Somchair,07-Oct-12,0.057
Sodium,Somchair,07-Oct-12,21.3
Potassium,Somchair,07-Oct-12,2.9
Calcium,Somchair,07-Oct-12,60
Magnesium,Somchair,07-Oct-12,20.6
Berilium,Somchair,07-Oct-12,0
Barium,Somchair,07-Oct-12,35
Chlorides,Somchair,07-Oct-12,49.7
Sulfides,Somchair,07-Oct-12,0.015
Manganese,Somchair,07-Oct-12,0
Boron,Somchair,07-Oct-12,39
Biochemical Oxygen,Somchair,07-Oct-12,1.65
Chemical Oxygen Demand (Cr),Somchair,07-Oct-12,23.4
Chemical Oxygen Demand (Mn),Somchair,07-Oct-12,4.32
Water temperature,Busarakhan,07-Oct-12,12.5
Dissolved oxygen,Busarakhan,07-Oct-12,8.13
Total dissolved salts,Busarakhan,07-Oct-12,289
Ammonium,Busarakhan,07-Oct-12,0.042
Nitrites,Busarakhan,07-Oct-12,0.0119
Nitrates,Busarakhan,07-Oct-12,1.1797
Total nitrogen,Busarakhan,07-Oct-12,1.47
Orthophosphate-phosphorus,Busarakhan,07-Oct-12,0.017
Total phosphorus,Busarakhan,07-Oct-12,0.073
Sodium,Busarakhan,07-Oct-12,18.3
Potassium,Busarakhan,07-Oct-12,2.8
Calcium,Busarakhan,07-Oct-12,56.4
Magnesium,Busarakhan,07-Oct-12,20.4
Berilium,Busarakhan,07-Oct-12,0
Barium,Busarakhan,07-Oct-12,27
Chlorides,Busarakhan,07-Oct-12,35.5
Manganese,Busarakhan,07-Oct-12,0
Boron,Busarakhan,07-Oct-12,29
Biochemical Oxygen,Busarakhan,07-Oct-12,1.23
Chemical Oxygen Demand (Cr),Busarakhan,07-Oct-12,28.08
Chemical Oxygen Demand (Mn),Busarakhan,07-Oct-12,4.8
Water temperature,Tansanee,08-Oct-12,16
Bicarbonates,Tansanee,08-Oct-12,240.3
Ammonium,Tansanee,08-Oct-12,1.364
Nitrites,Tansanee,08-Oct-12,0.075
Nitrates,Tansanee,08-Oct-12,1.965
Orthophosphate-phosphorus,Tansanee,08-Oct-12,0.268
Total phosphorus,Tansanee,08-Oct-12,0.357
Water temperature,Somchair,11-Oct-12,13
Ammonium,Somchair,11-Oct-12,0.0412
Nitrites,Somchair,11-Oct-12,0.0261
Nitrates,Somchair,11-Oct-12,1.4803
Total nitrogen,Somchair,11-Oct-12,1.85
Orthophosphate-phosphorus,Somchair,11-Oct-12,0.0567
Total phosphorus,Somchair,11-Oct-12,0.157
Biochemical Oxygen,Somchair,11-Oct-12,2
Water temperature,Busarakhan,11-Oct-12,12
Ammonium,Busarakhan,11-Oct-12,0.0528
Nitrites,Busarakhan,11-Oct-12,0.0225
Nitrates,Busarakhan,11-Oct-12,1.2001
Total nitrogen,Busarakhan,11-Oct-12,1.53
Orthophosphate-phosphorus,Busarakhan,11-Oct-12,0.0632
Total phosphorus,Busarakhan,11-Oct-12,0.158
Biochemical Oxygen,Busarakhan,11-Oct-12,2.4
Water temperature,Kannika,14-Oct-12,13.2
Dissolved oxygen,Kannika,14-Oct-12,9.166666667
Total dissolved salts,Kannika,14-Oct-12,296.3333333
Ammonium,Kannika,14-Oct-12,0.040433333
Nitrites,Kannika,14-Oct-12,0.0243
Nitrates,Kannika,14-Oct-12,1.771833333
Total nitrogen,Kannika,14-Oct-12,2.193333333
Orthophosphate-phosphorus,Kannika,14-Oct-12,0.058333333
Total phosphorus,Kannika,14-Oct-12,0.096666667
Sodium,Kannika,14-Oct-12,17.6
Potassium,Kannika,14-Oct-12,3.266666667
Calcium,Kannika,14-Oct-12,47.46666667
Magnesium,Kannika,14-Oct-12,20.46666667
Berilium,Kannika,14-Oct-12,0
Barium,Kannika,14-Oct-12,29
Chlorides,Kannika,14-Oct-12,27.08333333
Manganese,Kannika,14-Oct-12,0
Boron,Kannika,14-Oct-12,30.66666667
Biochemical Oxygen,Kannika,14-Oct-12,0
Chemical Oxygen Demand (Cr),Kannika,14-Oct-12,23.4
Chemical Oxygen Demand (Mn),Kannika,14-Oct-12,3.803333333
Water temperature,Sakda,14-Oct-12,13.3
Dissolved oxygen,Sakda,14-Oct-12,8.766666667
Total dissolved salts,Sakda,14-Oct-12,289
Ammonium,Sakda,14-Oct-12,0.010366667
Nitrites,Sakda,14-Oct-12,0.028266667
Nitrates,Sakda,14-Oct-12,1.5368
Total nitrogen,Sakda,14-Oct-12,1.893333333
Orthophosphate-phosphorus,Sakda,14-Oct-12,0.059433333
Total phosphorus,Sakda,14-Oct-12,0.097
Sodium,Sakda,14-Oct-12,15.9
Potassium,Sakda,14-Oct-12,3.233333333
Calcium,Sakda,14-Oct-12,46.13333333
Magnesium,Sakda,14-Oct-12,22.06666667
Berilium,Sakda,14-Oct-12,0
Barium,Sakda,14-Oct-12,29.33333333
Chlorides,Sakda,14-Oct-12,28.43666667
Manganese,Sakda,14-Oct-12,0
Boron,Sakda,14-Oct-12,37.33333333
Biochemical Oxygen,Sakda,14-Oct-12,1
Chemical Oxygen Demand (Cr),Sakda,14-Oct-12,23.4
Chemical Oxygen Demand (Mn),Sakda,14-Oct-12,3.26
Water temperature,Tansanee,15-Oct-12,15
Dissolved oxygen,Tansanee,15-Oct-12,7.89
Oxygen saturation,Tansanee,15-Oct-12,80.84
Total dissolved salts,Tansanee,15-Oct-12,693.5
Ammonium,Tansanee,15-Oct-12,0.241
Nitrites,Tansanee,15-Oct-12,0.037
Nitrates,Tansanee,15-Oct-12,2.309
Orthophosphate-phosphorus,Tansanee,15-Oct-12,0.193
Total phosphorus,Tansanee,15-Oct-12,0.302
Biochemical Oxygen,Tansanee,15-Oct-12,3.2
Chemical Oxygen Demand (Cr),Tansanee,15-Oct-12,9
Water temperature,Achara,18-Oct-12,11
Dissolved oxygen,Achara,18-Oct-12,10.1
Ammonium,Achara,18-Oct-12,0.035
Nitrites,Achara,18-Oct-12,0.037
Nitrates,Achara,18-Oct-12,0.73
Total nitrogen,Achara,18-Oct-12,1.12
Organic nitrogen,Achara,18-Oct-12,0.31
Orthophosphate-phosphorus,Achara,18-Oct-12,0.047
Total phosphorus,Achara,18-Oct-12,0.095
Biochemical Oxygen,Achara,18-Oct-12,1.7
Chemical Oxygen Demand (Cr),Achara,18-Oct-12,0
Chemical Oxygen Demand (Mn),Achara,18-Oct-12,2
Water temperature,Decha,19-Oct-12,9.6
Dissolved oxygen,Decha,19-Oct-12,11.21
Total dissolved salts,Decha,19-Oct-12,566
Ammonium,Decha,19-Oct-12,0.036
Nitrites,Decha,19-Oct-12,0.016
Nitrates,Decha,19-Oct-12,0.832
Total nitrogen,Decha,19-Oct-12,4.165
Orthophosphate-phosphorus,Decha,19-Oct-12,0.013
Total phosphorus,Decha,19-Oct-12,0.071
Calcium,Decha,19-Oct-12,40.36
Magnesium,Decha,19-Oct-12,9.23
Chlorides,Decha,19-Oct-12,59.56
Sulphates,Decha,19-Oct-12,46.6
Cyanides,Decha,19-Oct-12,2.23
Iron,Decha,19-Oct-12,0.037
Manganese,Decha,19-Oct-12,0
Zinc,Decha,19-Oct-12,0
Copper,Decha,19-Oct-12,19.23
Chromium,Decha,19-Oct-12,18
Lead,Decha,19-Oct-12,2.06
Cadmium,Decha,19-Oct-12,0.2
Nickel,Decha,19-Oct-12,3.71
Biochemical Oxygen,Decha,19-Oct-12,2.3
Chemical Oxygen Demand (Cr),Decha,19-Oct-12,25.75
Chemical Oxygen Demand (Mn),Decha,19-Oct-12,4
Anionic active surfactants,Decha,19-Oct-12,0
Atrazine,Decha,19-Oct-12,0
"p,p-DDT",Decha,19-Oct-12,0.0025
gamma-Hexachlorocyclohexane,Decha,19-Oct-12,0
Water temperature,Achara,21-Oct-12,8.8
Dissolved oxygen,Achara,21-Oct-12,9.5
Ammonium,Achara,21-Oct-12,0.34
Nitrites,Achara,21-Oct-12,0.051
Nitrates,Achara,21-Oct-12,0.85
Total nitrogen,Achara,21-Oct-12,1.28
Organic nitrogen,Achara,21-Oct-12,0.04
Orthophosphate-phosphorus,Achara,21-Oct-12,0.043
Total phosphorus,Achara,21-Oct-12,0.114
Silica (SiO2),Achara,21-Oct-12,4.3
Calcium,Achara,21-Oct-12,36.1
Magnesium,Achara,21-Oct-12,9
Chlorides,Achara,21-Oct-12,13.8
Zinc,Achara,21-Oct-12,5
Copper,Achara,21-Oct-12,3.1
Chromium,Achara,21-Oct-12,0
Lead,Achara,21-Oct-12,0.5
Cadmium,Achara,21-Oct-12,0.25
Mercury,Achara,21-Oct-12,0
Nickel,Achara,21-Oct-12,0
Arsenic,Achara,21-Oct-12,0
Biochemical Oxygen,Achara,21-Oct-12,2.6
Chemical Oxygen Demand (Cr),Achara,21-Oct-12,12
Chemical Oxygen Demand (Mn),Achara,21-Oct-12,4.4
Water temperature,Chai,25-Oct-12,13.33333333
Dissolved oxygen,Chai,25-Oct-12,9.306666667
Ammonium,Chai,25-Oct-12,0.069633333
Nitrites,Chai,25-Oct-12,0.0102
Nitrates,Chai,25-Oct-12,1.695733333
Total nitrogen,Chai,25-Oct-12,2.12
Orthophosphate-phosphorus,Chai,25-Oct-12,0.0492
Total phosphorus,Chai,25-Oct-12,0.079333333
Chlorides,Chai,25-Oct-12,19.53333333
Biochemical Oxygen,Chai,25-Oct-12,1.603333333
Water temperature,Kohsoom,25-Oct-12,15
Dissolved oxygen,Kohsoom,25-Oct-12,6.34
Oxygen saturation,Kohsoom,25-Oct-12,65
Total hardness,Kohsoom,25-Oct-12,4.3
Bicarbonates,Kohsoom,25-Oct-12,226.49
Total dissolved salts,Kohsoom,25-Oct-12,307
Ammonium,Kohsoom,25-Oct-12,1.962
Nitrites,Kohsoom,25-Oct-12,0.045
Nitrates,Kohsoom,25-Oct-12,1.274
Total nitrogen,Kohsoom,25-Oct-12,3.94
Orthophosphate-phosphorus,Kohsoom,25-Oct-12,0.099
Total phosphorus,Kohsoom,25-Oct-12,0.139
Sodium,Kohsoom,25-Oct-12,27.1
Potassium,Kohsoom,25-Oct-12,5.4
Calcium,Kohsoom,25-Oct-12,64.05
Magnesium,Kohsoom,25-Oct-12,12.81
Chlorides,Kohsoom,25-Oct-12,26.37
Sulphates,Kohsoom,25-Oct-12,49.8
Iron,Kohsoom,25-Oct-12,0.234
Manganese,Kohsoom,25-Oct-12,0.041
Zinc,Kohsoom,25-Oct-12,27
Copper,Kohsoom,25-Oct-12,14
Chromium,Kohsoom,25-Oct-12,17
Lead,Kohsoom,25-Oct-12,5.8
Cadmium,Kohsoom,25-Oct-12,0
Mercury,Kohsoom,25-Oct-12,0.45
Nickel,Kohsoom,25-Oct-12,10
Arsenic,Kohsoom,25-Oct-12,3
Biochemical Oxygen,Kohsoom,25-Oct-12,5.2
Chemical Oxygen Demand (Cr),Kohsoom,25-Oct-12,16.5
Anionic active surfactants,Kohsoom,25-Oct-12,0
Petroleum hydrocarbons,Kohsoom,25-Oct-12,0
Total coliforms,Kohsoom,25-Oct-12,340
Fecal coliforms,Kohsoom,25-Oct-12,13
Fecal streptococci ,Kohsoom,25-Oct-12,1.3
Water temperature,Somchair,27-Oct-12,10
Dissolved oxygen,Somchair,27-Oct-12,10.14
Total dissolved salts,Somchair,27-Oct-12,458
Ammonium,Somchair,27-Oct-12,0.3023
Nitrites,Somchair,27-Oct-12,0.0179
Nitrates,Somchair,27-Oct-12,1.7018
Total nitrogen,Somchair,27-Oct-12,2.42
Orthophosphate-phosphorus,Somchair,27-Oct-12,0.01
Total phosphorus,Somchair,27-Oct-12,0.056
Chlorides,Somchair,27-Oct-12,71
Biochemical Oxygen,Somchair,27-Oct-12,6.4
Chemical Oxygen Demand (Cr),Somchair,27-Oct-12,37.44
Chemical Oxygen Demand (Mn),Somchair,27-Oct-12,6.53
Water temperature,Busarakhan,27-Oct-12,9.5
Dissolved oxygen,Busarakhan,27-Oct-12,9.08
Total dissolved salts,Busarakhan,27-Oct-12,502
Ammonium,Busarakhan,27-Oct-12,0.1849
Nitrites,Busarakhan,27-Oct-12,0.0234
Nitrates,Busarakhan,27-Oct-12,1.3515
Total nitrogen,Busarakhan,27-Oct-12,1.87
Orthophosphate-phosphorus,Busarakhan,27-Oct-12,0.0235
Total phosphorus,Busarakhan,27-Oct-12,0.059
Sodium,Busarakhan,27-Oct-12,38.5
Potassium,Busarakhan,27-Oct-12,8.2
Chlorides,Busarakhan,27-Oct-12,78.1
Biochemical Oxygen,Busarakhan,27-Oct-12,2.18
Chemical Oxygen Demand (Cr),Busarakhan,27-Oct-12,46.8
Chemical Oxygen Demand (Mn),Busarakhan,27-Oct-12,9.31
Water temperature,Boonsri,29-Oct-12,9.166666667
Dissolved oxygen,Boonsri,29-Oct-12,9.023333333
Oxygen saturation,Boonsri,29-Oct-12,80.95333333
Total hardness,Boonsri,29-Oct-12,4.593333333
Bicarbonates,Boonsri,29-Oct-12,207.1966667
Total dissolved salts,Boonsri,29-Oct-12,305
Ammonium,Boonsri,29-Oct-12,0.070333333
Nitrites,Boonsri,29-Oct-12,0.008
Nitrates,Boonsri,29-Oct-12,1.185666667
Orthophosphate-phosphorus,Boonsri,29-Oct-12,0.05
Total phosphorus,Boonsri,29-Oct-12,0.22
Sodium,Boonsri,29-Oct-12,20
Potassium,Boonsri,29-Oct-12,3
Calcium,Boonsri,29-Oct-12,59.02
Magnesium,Boonsri,29-Oct-12,20.04666667
Chlorides,Boonsri,29-Oct-12,22.8
Sulphates,Boonsri,29-Oct-12,43.25
Iron,Boonsri,29-Oct-12,0.206666667
Manganese,Boonsri,29-Oct-12,0
Zinc,Boonsri,29-Oct-12,90.64
Copper,Boonsri,29-Oct-12,2.838333333
Chromium,Boonsri,29-Oct-12,0
Lead,Boonsri,29-Oct-12,2.17
Cadmium,Boonsri,29-Oct-12,0.59
Mercury,Boonsri,29-Oct-12,0.018
Nickel,Boonsri,29-Oct-12,0
Arsenic,Boonsri,29-Oct-12,0
Biochemical Oxygen,Boonsri,29-Oct-12,3
Chemical Oxygen Demand (Cr),Boonsri,29-Oct-12,10.33333333
Chemical Oxygen Demand (Mn),Boonsri,29-Oct-12,3.776666667
Total coliforms,Boonsri,29-Oct-12,5.946666667
Fecal coliforms,Boonsri,29-Oct-12,0.401666667
Fecal streptococci ,Boonsri,29-Oct-12,0.024
Water temperature,Somchair,29-Oct-12,8
Dissolved oxygen,Somchair,29-Oct-12,9.12
Ammonium,Somchair,29-Oct-12,0.2828
Nitrites,Somchair,29-Oct-12,0.0289
Nitrates,Somchair,29-Oct-12,1.6498
Total nitrogen,Somchair,29-Oct-12,2.35
Orthophosphate-phosphorus,Somchair,29-Oct-12,0.01
Total phosphorus,Somchair,29-Oct-12,0.046
Chlorides,Somchair,29-Oct-12,32.3
Biochemical Oxygen,Somchair,29-Oct-12,5.07
Water temperature,Busarakhan,29-Oct-12,7.5
Dissolved oxygen,Busarakhan,29-Oct-12,9.01
Ammonium,Busarakhan,29-Oct-12,0.1748
Nitrites,Busarakhan,29-Oct-12,0.0274
Nitrates,Busarakhan,29-Oct-12,1.2543
Total nitrogen,Busarakhan,29-Oct-12,1.74
Orthophosphate-phosphorus,Busarakhan,29-Oct-12,0.0245
Total phosphorus,Busarakhan,29-Oct-12,0.06
Chlorides,Busarakhan,29-Oct-12,30.9
Biochemical Oxygen,Busarakhan,29-Oct-12,2.86
Water temperature,Chai,01-Nov-12,14.16666667
Dissolved oxygen,Chai,01-Nov-12,10.44
Ammonium,Chai,01-Nov-12,0.3059
Nitrites,Chai,01-Nov-12,0.0142
Nitrates,Chai,01-Nov-12,2.150766667
Total nitrogen,Chai,01-Nov-12,2.963333333
Orthophosphate-phosphorus,Chai,01-Nov-12,0.028266667
Total phosphorus,Chai,01-Nov-12,0.110333333
Sodium,Chai,01-Nov-12,18.03333333
Potassium,Chai,01-Nov-12,3.1
Calcium,Chai,01-Nov-12,55.14
Magnesium,Chai,01-Nov-12,14.97333333
Chlorides,Chai,01-Nov-12,27.76666667
Sulphates,Chai,01-Nov-12,25.6
Biochemical Oxygen,Chai,01-Nov-12,2.903333333
Chemical Oxygen Demand (Cr),Chai,01-Nov-12,23.14666667
Chemical Oxygen Demand (Mn),Chai,01-Nov-12,3.28
Water temperature,Somchair,04-Nov-12,11
Dissolved oxygen,Somchair,04-Nov-12,9.77
Total dissolved salts,Somchair,04-Nov-12,575
Ammonium,Somchair,04-Nov-12,0.1259
Nitrites,Somchair,04-Nov-12,0.0395
Nitrates,Somchair,04-Nov-12,2.538
Total nitrogen,Somchair,04-Nov-12,3.24
Orthophosphate-phosphorus,Somchair,04-Nov-12,0.0531
Total phosphorus,Somchair,04-Nov-12,0.085
Sodium,Somchair,04-Nov-12,19.5
Potassium,Somchair,04-Nov-12,4
Calcium,Somchair,04-Nov-12,60.28
Magnesium,Somchair,04-Nov-12,16.05
Chlorides,Somchair,04-Nov-12,33.6
Biochemical Oxygen,Somchair,04-Nov-12,2.6
Chemical Oxygen Demand (Cr),Somchair,04-Nov-12,24.8
Chemical Oxygen Demand (Mn),Somchair,04-Nov-12,4.21
Water temperature,Busarakhan,04-Nov-12,10
Dissolved oxygen,Busarakhan,04-Nov-12,8.9
Total dissolved salts,Busarakhan,04-Nov-12,467
Ammonium,Busarakhan,04-Nov-12,0.108
Nitrites,Busarakhan,04-Nov-12,0.034
Nitrates,Busarakhan,04-Nov-12,1.7447
Total nitrogen,Busarakhan,04-Nov-12,2.25
Orthophosphate-phosphorus,Busarakhan,04-Nov-12,0.046
Total phosphorus,Busarakhan,04-Nov-12,0.072
Sodium,Busarakhan,04-Nov-12,19.5
Potassium,Busarakhan,04-Nov-12,3.6
Calcium,Busarakhan,04-Nov-12,56.51
Magnesium,Busarakhan,04-Nov-12,11.43
Chlorides,Busarakhan,04-Nov-12,29.6
Biochemical Oxygen,Busarakhan,04-Nov-12,1.99
Chemical Oxygen Demand (Cr),Busarakhan,04-Nov-12,29.76
Chemical Oxygen Demand (Mn),Busarakhan,04-Nov-12,5.67
Water temperature,Sakda,05-Nov-12,11
Dissolved oxygen,Sakda,05-Nov-12,10.26666667
Total dissolved salts,Sakda,05-Nov-12,333.3333333
Ammonium,Sakda,05-Nov-12,0.179233333
Nitrites,Sakda,05-Nov-12,0.053733333
Nitrates,Sakda,05-Nov-12,1.621933333
Total nitrogen,Sakda,05-Nov-12,2.22
Orthophosphate-phosphorus,Sakda,05-Nov-12,0.025966667
Total phosphorus,Sakda,05-Nov-12,0.079
Sodium,Sakda,05-Nov-12,20
Potassium,Sakda,05-Nov-12,3.633333333
Calcium,Sakda,05-Nov-12,47.33333333
Magnesium,Sakda,05-Nov-12,22.06666667
Barium,Sakda,05-Nov-12,26.33333333
Chlorides,Sakda,05-Nov-12,33.26666667
Manganese,Sakda,05-Nov-12,0
Biochemical Oxygen,Sakda,05-Nov-12,1.566666667
Chemical Oxygen Demand (Cr),Sakda,05-Nov-12,24.8
Chemical Oxygen Demand (Mn),Sakda,05-Nov-12,2.906666667
Water temperature,Chai,09-Nov-12,10
Dissolved oxygen,Chai,09-Nov-12,8.03
Ammonium,Chai,09-Nov-12,0.4916
Nitrites,Chai,09-Nov-12,0.026566667
Nitrates,Chai,09-Nov-12,1.780133333
Total nitrogen,Chai,09-Nov-12,2.753333333
Orthophosphate-phosphorus,Chai,09-Nov-12,0.0242
Total phosphorus,Chai,09-Nov-12,0.078
Biochemical Oxygen,Chai,09-Nov-12,1.32
Water temperature,Kannika,09-Nov-12,11.1
Dissolved oxygen,Kannika,09-Nov-12,9.8
Total dissolved salts,Kannika,09-Nov-12,328
Ammonium,Kannika,09-Nov-12,0.1813
Nitrites,Kannika,09-Nov-12,0.042066667
Nitrates,Kannika,09-Nov-12,1.752266667
Total nitrogen,Kannika,09-Nov-12,2.37
Orthophosphate-phosphorus,Kannika,09-Nov-12,0.041733333
Total phosphorus,Kannika,09-Nov-12,0.093333333
Sodium,Kannika,09-Nov-12,22.2
Potassium,Kannika,09-Nov-12,3.733333333
Calcium,Kannika,09-Nov-12,50
Magnesium,Kannika,09-Nov-12,19.73333333
Chlorides,Kannika,09-Nov-12,34.1
Biochemical Oxygen,Kannika,09-Nov-12,1.2
Chemical Oxygen Demand (Cr),Kannika,09-Nov-12,24.8
Chemical Oxygen Demand (Mn),Kannika,09-Nov-12,3.73
Water temperature,Somchair,15-Nov-12,16
Dissolved oxygen,Somchair,15-Nov-12,9.41
Ammonium,Somchair,15-Nov-12,0.2168
Nitrites,Somchair,15-Nov-12,0.0347
Nitrates,Somchair,15-Nov-12,2.7301
Total nitrogen,Somchair,15-Nov-12,3.57
Orthophosphate-phosphorus,Somchair,15-Nov-12,0.0479
Total phosphorus,Somchair,15-Nov-12,0.072
